draw,cards_left,p_lose,p_win,bank_value,reward,ev_win,ev_lose,ev_draw,rw_round,bn_rd,ev_win_rd,ev_lose_rd,ev_rd
26,24,0.041666666666666664,0.9583333333333334,38.541666666666664,2.7192028985507246,2.6059027777777777,1.6059027777777777,1,2.7,38.300000000000004,2.5875000000000004,1.5958333333333334,0.9916666666666669
27,23,0.043478260869565216,0.9565217391304348,41.26086956521739,2.9209486166007905,2.7939508506616257,1.7939508506616257,1,2.9000000000000004,41,2.7739130434782613,1.7826086956521738,0.9913043478260875
28,22,0.045454545454545456,0.9545454545454546,44.18181818181818,3.151515151515151,3.008264462809917,2.008264462809917,1,3.2,43.900000000000006,3.0545454545454547,1.9954545454545458,1.0590909090909089
29,21,0.047619047619047616,0.9523809523809523,47.33333333333333,3.4166666666666665,3.2539682539682535,2.2539682539682535,1,3.4000000000000004,47.1,3.238095238095238,2.242857142857143,0.9952380952380953
30,20,0.05,0.95,50.74999999999999,3.7236842105263155,3.5374999999999996,2.5374999999999996,1,3.7,50.5,3.515,2.5250000000000004,0.9899999999999998
31,19,0.05263157894736842,0.9473684210526316,54.47368421052631,4.0818713450292385,3.8670360110803315,2.867036011080332,0.9999999999999996,4.1000000000000005,54.2,3.88421052631579,2.8526315789473684,1.0315789473684216
32,18,0.05555555555555555,0.9444444444444444,58.55555555555554,4.503267973856208,4.253086419753085,3.2530864197530853,1,4.5,58.300000000000004,4.25,3.238888888888889,1.011111111111111
33,17,0.058823529411764705,0.9411764705882353,63.058823529411754,5.003676470588235,4.709342560553632,3.7093425605536323,1,5,62.800000000000004,4.705882352941177,3.6941176470588237,1.011764705882353
34,16,0.0625,0.9375,68.06249999999999,5.604166666666666,5.253906249999999,4.253906249999999,1,5.6000000000000005,67.80000000000001,5.250000000000001,4.237500000000001,1.0125000000000002
35,15,0.06666666666666667,0.9333333333333333,73.66666666666666,6.333333333333333,5.9111111111111105,4.9111111111111105,1,6.300000000000001,73.4,5.880000000000001,4.8933333333333335,0.9866666666666672
36,14,0.07142857142857142,0.9285714285714286,79.99999999999999,7.230769230769229,6.714285714285713,5.714285714285713,1,7.2,79.7,6.685714285714286,5.692857142857143,0.9928571428571429
37,13,0.07692307692307693,0.9230769230769231,87.23076923076921,8.3525641025641,7.710059171597631,6.710059171597632,0.9999999999999991,0,86.9,7.753846153846155,6.684615384615386,1.069230769230769
38,12,0.08333333333333333,0.9166666666666666,95.58333333333331,9.780303030303028,8.965277777777775,7.965277777777776,0.9999999999999991,9.8,95.30000000000001,8.983333333333334,7.941666666666667,1.041666666666667
39,11,0.09090909090909091,0.9090909090909091,105.36363636363635,11.636363636363635,10.578512396694213,9.578512396694213,1,11.600000000000001,105.10000000000001,10.545454545454547,9.554545454545456,0.9909090909090903
40,10,0.1,0.9,116.99999999999999,14.11111111111111,12.7,11.7,1,14.100000000000001,116.7,12.690000000000001,11.670000000000002,1.0199999999999996
41,9,0.1111111111111111,0.8888888888888888,131.1111111111111,17.513888888888886,15.567901234567898,14.567901234567898,1,17.5,130.8,15.555555555555555,14.533333333333333,1.0222222222222221
42,8,0.125,0.875,148.62499999999997,22.374999999999996,19.578124999999996,18.578124999999996,1,22.400000000000002,148.3,19.6,18.5375,1.0625
43,7,0.14285714285714285,0.8571428571428572,170.99999999999997,29.666666666666657,25.428571428571423,24.428571428571423,1,29.700000000000003,170.70000000000002,25.457142857142863,24.385714285714286,1.0714285714285765
44,6,0.16666666666666666,0.8333333333333334,200.66666666666663,41.33333333333332,34.444444444444436,33.444444444444436,1,41.300000000000004,200.4,34.41666666666667,33.4,1.0166666666666728
45,5,0.2,0.8,241.99999999999994,61.749999999999986,49.39999999999999,48.39999999999999,1,61.7,241.70000000000002,49.36000000000001,48.34,1.0200000000000031
46,4,0.25,0.75,303.74999999999994,102.58333333333331,76.93749999999999,75.93749999999999,1,102.60000000000001,303.40000000000003,76.95,75.85000000000001,1.0999999999999943
47,3,0.3333333333333333,0.6666666666666667,406.33333333333326,204.66666666666657,136.4444444444444,135.4444444444444,1,204.70000000000002,406.00000000000006,136.4666666666667,135.33333333333334,1.1333333333333542
48,2,0.5,0.5,610.9999999999998,612.9999999999998,306.4999999999999,305.4999999999999,1,613,610.7,306.5,305.35,1.1499999999999773
49,1,1,0,1223.9999999999995,Inf,NA,1223.9999999999995,NA,Inf,1223.7,NA,1223.7,NA
