draw,cards_left,p_lose,p_win,bank_value,reward,ev_win,ev_lose,ev_draw,rw_round,bn_rd,ev_win_rd,ev_lose_rd,ev_rd
1,33,0.030303030303030304,0.9696969696969697,0,2.248125,2.18,0,2.18,2.2,0,2.1333333333333337,0,2.1333333333333337
2,32,0.03125,0.96875,2.248125,2.3228427419354842,2.25025390625,0.07025390625,2.18,2.3000000000000003,2.2,2.2281250000000004,0.06875,2.1593750000000003
3,31,0.03225806451612903,0.967741935483871,4.570967741935484,2.4050322580645163,2.3274505723204997,0.1474505723204995,2.18,2.4000000000000004,4.5,2.322580645161291,0.14516129032258063,2.1774193548387104
4,30,0.03333333333333333,0.9666666666666667,6.976000000000001,2.4957241379310346,2.4125333333333336,0.23253333333333337,2.18,2.5,6.9,2.4166666666666665,0.23,2.1866666666666665
5,29,0.034482758620689655,0.9655172413793104,9.471724137931036,2.5961330049261084,2.506611177170036,0.3266111771700357,2.18,2.6,9.4,2.510344827586207,0.32413793103448274,2.1862068965517243
6,28,0.03571428571428571,0.9642857142857143,12.067857142857143,2.7076984126984125,2.6109948979591837,0.43099489795918366,2.18,2.7,12,2.6035714285714286,0.42857142857142855,2.1750000000000003
7,27,0.037037037037037035,0.962962962962963,14.775555555555556,2.832136752136752,2.7272427983539096,0.5472427983539094,2.18,2.8000000000000003,14.700000000000001,2.6962962962962966,0.5444444444444445,2.151851851851852
8,26,0.038461538461538464,0.9615384615384616,17.607692307692307,2.9715076923076924,2.8572189349112427,0.6772189349112426,2.18,3,17.5,2.8846153846153846,0.6730769230769231,2.2115384615384617
9,25,0.04,0.96,20.5792,3.1283000000000003,3.003168,0.823168,2.18,3.1,20.5,2.976,0.8200000000000001,2.1559999999999997
10,24,0.041666666666666664,0.9583333333333334,23.7075,3.3055434782608697,3.1678125,0.9878125,2.18,3.3000000000000003,23.6,3.1625000000000005,0.9833333333333334,2.179166666666667
11,23,0.043478260869565216,0.9565217391304348,27.01304347826087,3.5069565217391307,3.3544801512287337,1.1744801512287335,2.18,3.5,26.900000000000002,3.347826086956522,1.1695652173913045,2.1782608695652175
12,22,0.045454545454545456,0.9545454545454546,30.52,3.737142857142857,3.5672727272727274,1.3872727272727272,2.18,3.7,30.400000000000002,3.531818181818182,1.381818181818182,2.1500000000000004
13,21,0.047619047619047616,0.9523809523809523,34.25714285714286,4.001857142857143,3.811292517006803,1.6312925170068027,2.1800000000000006,4,34.1,3.8095238095238093,1.6238095238095238,2.1857142857142855
14,20,0.05,0.95,38.259,4.308368421052632,4.09295,1.9129500000000002,2.1799999999999997,4.3,38.1,4.085,1.9050000000000002,2.1799999999999997
15,19,0.05263157894736842,0.9473684210526316,42.567368421052635,4.665964912280701,4.420387811634349,2.240387811634349,2.1799999999999997,4.7,42.4,4.4526315789473685,2.231578947368421,2.2210526315789476
16,18,0.05555555555555555,0.9444444444444444,47.233333333333334,5.086666666666667,4.804074074074074,2.624074074074074,2.18,5.1000000000000005,47.1,4.816666666666667,2.6166666666666667,2.2000000000000006
17,17,0.058823529411764705,0.9411764705882353,52.32,5.586250000000001,5.25764705882353,3.0776470588235294,2.18,5.6000000000000005,52.2,5.2705882352941185,3.070588235294118,2.2000000000000006
18,16,0.0625,0.9375,57.90625,6.18575,5.799140625,3.619140625,2.1799999999999997,6.2,57.800000000000004,5.8125,3.6125000000000003,2.1999999999999997
19,15,0.06666666666666667,0.9333333333333333,64.092,6.913714285714286,6.4528,4.2728,2.1799999999999997,6.9,64,6.44,4.266666666666667,2.173333333333334
20,14,0.07142857142857142,0.9285714285714286,71.00571428571429,7.80967032967033,7.251836734693878,5.0718367346938775,2.1800000000000006,7.800000000000001,70.9,7.242857142857144,5.064285714285714,2.1785714285714297
21,13,0.07692307692307693,0.9230769230769231,78.81538461538462,8.929615384615383,8.242721893491124,6.0627218934911244,2.1799999999999997,8.9,78.7,8.215384615384616,6.0538461538461545,2.161538461538462
22,12,0.08333333333333333,0.9166666666666666,87.745,10.355,9.492083333333333,7.312083333333334,2.1799999999999997,10.4,87.60000000000001,9.533333333333333,7.300000000000001,2.2333333333333325
23,11,0.09090909090909091,0.9090909090909091,98.10000000000001,12.208000000000002,11.09818181818182,8.91818181818182,2.1799999999999997,12.200000000000001,98,11.090909090909092,8.90909090909091,2.1818181818181817
24,10,0.1,0.9,110.308,14.678666666666667,13.2108,11.030800000000001,2.1799999999999997,14.700000000000001,110.2,13.23,11.020000000000001,2.209999999999999
25,9,0.1111111111111111,0.8888888888888888,124.98666666666668,18.075833333333335,16.06740740740741,13.887407407407409,2.1799999999999997,0,124.9,16.08888888888889,13.877777777777778,2.2111111111111104
26,8,0.125,0.875,143.0625,22.92892857142857,20.0628125,17.8828125,2.1799999999999997,22.900000000000002,143,20.0375,17.875,2.1625000000000014
27,7,0.14285714285714285,0.8571428571428572,165.99142857142857,30.208571428571425,25.893061224489795,23.713061224489795,2.1799999999999997,30.200000000000003,165.9,25.88571428571429,23.7,2.1857142857142904
28,6,0.16666666666666666,0.8333333333333334,196.2,41.855999999999995,34.879999999999995,32.699999999999996,2.1799999999999997,41.900000000000006,196.10000000000002,34.91666666666667,32.68333333333334,2.2333333333333343
29,5,0.2,0.8,238.05599999999998,62.23899999999999,49.791199999999996,47.6112,2.1799999999999997,62.2,238.00000000000003,49.760000000000005,47.60000000000001,2.1599999999999966
30,4,0.25,0.75,300.29499999999996,103.005,77.25375,75.07374999999999,2.180000000000007,103,300.20000000000005,77.25,75.05000000000001,2.1999999999999886
31,3,0.3333333333333333,0.6666666666666667,403.29999999999995,204.91999999999996,136.61333333333332,134.4333333333333,2.180000000000007,204.9,403.20000000000005,136.60000000000002,134.4,2.200000000000017
32,2,0.5,0.5,608.2199999999999,612.5799999999999,306.28999999999996,304.10999999999996,2.180000000000007,612.6,608.1,306.3,304.05,2.25
33,1,1,0,1220.7999999999997,Inf,NA,1220.7999999999997,NA,Inf,1220.7,NA,1220.7,NA
